FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-756/2025-9ec2,2025-09-27,Belagavi Dist,Tilakwadi PS,15.80162,74.47891,Robbery,Pending Trial
FIR-387/2025-7305,2025-05-22,Tumakuru,Kyathasandra PS,13.29892,77.07206,Cyber Crime,Under Investigation
FIR-751/2026-3256,2025-07-03,Belagavi Dist,Belagavi Camp PS,15.80896,74.51839,Assault,Charge Sheeted
FIR-253/2026-8ac7,2025-04-24,Tumakuru,Tumakuru Town PS,13.29497,77.14417,Cheating,Pending Trial
FIR-733/2025-621d,2025-10-13,Mysuru City,Saraswathipuram PS,12.3233,76.68189,Robbery,Closed
FIR-225/2025-a1ab,2025-03-02,Belagavi Dist,Khadebazar PS,15.86457,74.47996,Theft,Charge Sheeted
FIR-904/2026-043c,2025-06-02,Bengaluru City,Cubbon Park PS,12.97942,77.58733,Cheating,Pending Trial
FIR-887/2026-7182,2025-02-07,Bengaluru City,Malleswaram PS,12.98481,77.57167,POCSO,Charge Sheeted
FIR-474/2026-4d10,2025-09-25,Hubballi Dharwad City,Vidyanagar PS,15.36086,75.13424,Cheating,Under Investigation
FIR-846/2025-b78b,2025-11-07,Belagavi Dist,Belagavi Camp PS,15.87663,74.49469,Cyber Crime,Closed
FIR-289/2026-28a6,2025-01-15,Belagavi Dist,Khadebazar PS,15.88372,74.48195,Murder,Closed
FIR-855/2026-ef4c,2025-04-28,Bengaluru City,Malleswaram PS,13.01109,77.5899,Cyber Crime,Under Investigation
FIR-999/2026-6af1,2025-07-18,Belagavi Dist,Tilakwadi PS,15.88088,74.52725,Assault,Pending Trial
FIR-828/2026-29a0,2025-02-18,Tumakuru,Tumakuru Town PS,13.35083,77.13909,Theft,Closed
FIR-357/2025-4d9a,2025-03-04,Bengaluru City,Indiranagar PS,13.01333,77.62656,Cheating,Charge Sheeted
FIR-461/2026-ea95,2025-08-23,Belagavi Dist,Khadebazar PS,15.88948,74.52373,Assault,Charge Sheeted
FIR-583/2025-4ca3,2025-03-22,Tumakuru,Tumakuru Town PS,13.31632,77.13914,Cheating,Charge Sheeted
FIR-671/2026-cfe1,2025-08-28,Bengaluru City,Malleswaram PS,12.93759,77.62711,POCSO,Closed
FIR-830/2026-a42e,2025-01-22,Mysuru City,Saraswathipuram PS,12.30821,76.6533,Theft,Charge Sheeted
FIR-450/2026-d344,2025-11-22,Bengaluru City,Cubbon Park PS,12.94698,77.63741,Assault,Under Investigation
FIR-397/2025-a821,2025-05-20,Tumakuru,Tumakuru Town PS,13.30599,77.06215,Murder,Pending Trial
FIR-790/2025-5cb4,2025-02-06,Tumakuru,Tumakuru Town PS,13.37937,77.14885,Cheating,Pending Trial
FIR-246/2025-c15f,2025-12-07,Tumakuru,Kyathasandra PS,13.29918,77.07708,NDPS,Closed
FIR-341/2025-1b44,2025-03-06,Hubballi Dharwad City,Hubballi Town PS,15.33474,75.15962,Theft,Under Investigation
FIR-720/2026-a20d,2025-04-11,Tumakuru,Tumakuru Town PS,13.33099,77.09864,Murder,Pending Trial
FIR-981/2025-1683,2025-12-24,Bengaluru City,Indiranagar PS,12.97096,77.58645,NDPS,Under Investigation
FIR-406/2026-66a7,2025-11-27,Belagavi Dist,Khadebazar PS,15.8054,74.47487,Robbery,Closed
FIR-422/2026-efdf,2025-01-20,Mysuru City,Saraswathipuram PS,12.28811,76.63378,Cheating,Closed
FIR-122/2025-dac2,2025-07-21,Tumakuru,Kyathasandra PS,13.35465,77.05796,Assault,Charge Sheeted
FIR-909/2026-d5a7,2025-10-20,Hubballi Dharwad City,Hubballi Town PS,15.36049,75.12085,Murder,Under Investigation
FIR-872/2025-37fe,2025-06-20,Bengaluru City,Malleswaram PS,12.99393,77.55761,Murder,Pending Trial
FIR-608/2026-cb8d,2025-11-10,Belagavi Dist,Khadebazar PS,15.82849,74.54477,Murder,Closed
FIR-358/2025-1fff,2025-07-01,Mysuru City,Saraswathipuram PS,12.26205,76.67241,Cyber Crime,Pending Trial
FIR-457/2026-0b41,2025-09-03,Mysuru City,Kuvempunagar PS,12.31198,76.60234,Robbery,Charge Sheeted
FIR-523/2026-18ea,2025-03-04,Bengaluru City,Koramangala PS,12.92642,77.62837,Murder,Pending Trial
FIR-809/2026-53a1,2025-10-23,Tumakuru,Kyathasandra PS,13.38048,77.11172,Assault,Charge Sheeted
FIR-932/2026-27ac,2025-06-22,Belagavi Dist,Belagavi Camp PS,15.81034,74.52968,Murder,Under Investigation
FIR-683/2026-9eed,2025-04-07,Tumakuru,Tumakuru Town PS,13.34662,77.13445,Murder,Pending Trial
FIR-258/2025-c995,2025-01-19,Bengaluru City,Koramangala PS,12.95843,77.58898,POCSO,Charge Sheeted
FIR-485/2026-b9ad,2025-05-11,Tumakuru,Tumakuru Town PS,13.30099,77.07088,Theft,Under Investigation
FIR-485/2026-b39f,2025-11-09,Belagavi Dist,Khadebazar PS,15.84972,74.4863,Cyber Crime,Closed
FIR-757/2026-ba84,2025-05-15,Tumakuru,Tumakuru Town PS,13.30548,77.12594,Robbery,Under Investigation
FIR-676/2025-5fc9,2025-02-18,Bengaluru City,Indiranagar PS,12.95722,77.63991,Assault,Charge Sheeted
FIR-674/2026-2559,2025-11-17,Belagavi Dist,Tilakwadi PS,15.8591,74.49032,Theft,Pending Trial
FIR-732/2025-e8c3,2025-08-29,Belagavi Dist,Khadebazar PS,15.83688,74.46239,Theft,Closed
FIR-964/2026-1c16,2025-05-14,Belagavi Dist,Belagavi Camp PS,15.81495,74.47821,NDPS,Closed
FIR-773/2025-ca2a,2025-04-05,Tumakuru,Kyathasandra PS,13.38472,77.13326,Robbery,Closed
FIR-351/2026-674a,2025-11-12,Mysuru City,Saraswathipuram PS,12.25983,76.66459,Theft,Under Investigation
FIR-263/2025-a4a4,2025-07-22,Tumakuru,Kyathasandra PS,13.29518,77.1062,Cheating,Pending Trial
FIR-579/2025-b854,2025-05-26,Mysuru City,Saraswathipuram PS,12.29878,76.64894,Theft,Charge Sheeted
FIR-201/2025-5e3f,2025-01-20,Mysuru City,Kuvempunagar PS,12.34201,76.64855,Cheating,Charge Sheeted
FIR-424/2026-7c71,2025-09-22,Hubballi Dharwad City,Dharwad Suburban PS,15.32334,75.13199,Cheating,Closed
FIR-812/2025-eb19,2025-10-06,Tumakuru,Kyathasandra PS,13.30849,77.11567,POCSO,Pending Trial
FIR-658/2025-c766,2025-10-26,Hubballi Dharwad City,Hubballi Town PS,15.39021,75.12384,Theft,Closed
FIR-384/2026-42b9,2025-01-23,Mysuru City,Devaraja PS,12.31353,76.65076,Murder,Charge Sheeted
FIR-557/2026-0796,2025-03-11,Hubballi Dharwad City,Vidyanagar PS,15.38487,75.10821,Murder,Under Investigation
FIR-301/2025-48c1,2025-10-23,Belagavi Dist,Khadebazar PS,15.86954,74.49501,NDPS,Pending Trial
FIR-145/2026-286b,2025-08-30,Hubballi Dharwad City,Hubballi Town PS,15.40268,75.11465,Murder,Closed
FIR-125/2026-1d77,2025-01-15,Tumakuru,Kyathasandra PS,13.35121,77.08931,NDPS,Under Investigation
FIR-626/2025-d7e8,2025-10-27,Bengaluru City,Cubbon Park PS,13.00234,77.58595,Assault,Charge Sheeted
FIR-206/2026-745c,2025-05-14,Bengaluru City,Malleswaram PS,12.97368,77.61603,Cheating,Closed
FIR-899/2025-c759,2025-07-24,Mysuru City,Saraswathipuram PS,12.28495,76.68148,POCSO,Pending Trial
FIR-393/2025-03a0,2025-06-14,Mysuru City,Kuvempunagar PS,12.31865,76.60261,NDPS,Charge Sheeted
FIR-409/2026-9197,2025-06-07,Mysuru City,Saraswathipuram PS,12.28031,76.61389,Cyber Crime,Pending Trial
FIR-999/2025-ab89,2025-06-02,Bengaluru City,Cubbon Park PS,12.94026,77.58355,Assault,Under Investigation
FIR-660/2025-520f,2025-04-06,Belagavi Dist,Khadebazar PS,15.82535,74.53333,Cyber Crime,Closed
FIR-576/2026-1ab9,2025-03-21,Bengaluru City,Malleswaram PS,13.0037,77.62737,POCSO,Pending Trial
FIR-919/2025-fee4,2025-04-06,Belagavi Dist,Khadebazar PS,15.88293,74.49806,Theft,Closed
FIR-503/2025-c7aa,2025-11-18,Tumakuru,Tumakuru Town PS,13.31576,77.1271,Assault,Under Investigation
FIR-931/2025-8453,2025-12-01,Belagavi Dist,Tilakwadi PS,15.82438,74.53901,Cheating,Under Investigation
FIR-354/2026-1a33,2025-01-16,Belagavi Dist,Khadebazar PS,15.88805,74.45401,NDPS,Under Investigation
FIR-401/2026-d516,2025-06-10,Belagavi Dist,Khadebazar PS,15.88689,74.46259,Assault,Under Investigation
FIR-409/2026-b298,2025-01-25,Mysuru City,Kuvempunagar PS,12.27431,76.61941,Theft,Closed
FIR-252/2026-d663,2025-03-10,Mysuru City,Devaraja PS,12.29288,76.67668,Assault,Under Investigation
FIR-205/2025-a9b5,2025-06-13,Bengaluru City,Koramangala PS,12.96608,77.57449,Assault,Closed
FIR-577/2026-9b9e,2025-06-18,Belagavi Dist,Khadebazar PS,15.82511,74.47871,Robbery,Closed
FIR-873/2025-ce7f,2025-04-12,Mysuru City,Kuvempunagar PS,12.30368,76.65599,Robbery,Closed
FIR-215/2025-6fbe,2025-12-12,Hubballi Dharwad City,Vidyanagar PS,15.41188,75.08809,Robbery,Pending Trial
FIR-641/2025-347e,2025-12-30,Tumakuru,Tumakuru Town PS,13.38126,77.07735,Murder,Charge Sheeted
FIR-111/2026-73cf,2025-09-06,Tumakuru,Tumakuru Town PS,13.38697,77.14792,Robbery,Closed
FIR-577/2026-8835,2025-05-11,Belagavi Dist,Tilakwadi PS,15.83616,74.48121,Robbery,Charge Sheeted
FIR-880/2025-1db6,2025-05-15,Mysuru City,Devaraja PS,12.27139,76.6315,Cheating,Closed
FIR-952/2026-098a,2025-10-21,Hubballi Dharwad City,Vidyanagar PS,15.38715,75.08787,Robbery,Closed
FIR-407/2025-a651,2025-06-04,Hubballi Dharwad City,Vidyanagar PS,15.35469,75.13577,NDPS,Under Investigation
FIR-356/2026-75ea,2025-03-31,Hubballi Dharwad City,Vidyanagar PS,15.36868,75.16819,Cheating,Under Investigation
FIR-535/2026-6110,2025-09-27,Tumakuru,Tumakuru Town PS,13.36852,77.08875,Murder,Closed
FIR-319/2025-2a5c,2025-05-08,Bengaluru City,Cubbon Park PS,12.92427,77.56997,Theft,Closed
FIR-889/2026-2a19,2025-04-09,Hubballi Dharwad City,Dharwad Suburban PS,15.38769,75.15344,NDPS,Charge Sheeted
FIR-394/2026-65b6,2025-03-04,Mysuru City,Devaraja PS,12.28147,76.63575,Cheating,Under Investigation
FIR-847/2025-04d5,2025-05-09,Belagavi Dist,Belagavi Camp PS,15.80502,74.543,Cyber Crime,Under Investigation
FIR-700/2025-3af0,2025-03-21,Hubballi Dharwad City,Dharwad Suburban PS,15.37601,75.14368,Theft,Pending Trial
FIR-696/2025-8498,2025-07-09,Hubballi Dharwad City,Dharwad Suburban PS,15.39139,75.13853,Assault,Under Investigation
FIR-915/2026-23a6,2025-09-01,Hubballi Dharwad City,Hubballi Town PS,15.32441,75.1256,NDPS,Closed
FIR-637/2026-94d4,2025-12-12,Mysuru City,Kuvempunagar PS,12.32557,76.68134,NDPS,Under Investigation
FIR-963/2026-da85,2025-09-16,Bengaluru City,Indiranagar PS,12.99484,77.6052,POCSO,Pending Trial
FIR-829/2026-a273,2025-08-03,Bengaluru City,Indiranagar PS,12.99594,77.58327,Cyber Crime,Charge Sheeted
FIR-425/2026-90af,2025-09-24,Tumakuru,Kyathasandra PS,13.36748,77.08589,Cyber Crime,Pending Trial
FIR-358/2026-0290,2025-10-24,Hubballi Dharwad City,Hubballi Town PS,15.31792,75.08064,POCSO,Pending Trial
FIR-654/2026-922d,2025-05-09,Bengaluru City,Malleswaram PS,13.00889,77.59162,Robbery,Closed
FIR-337/2025-878f,2025-03-13,Belagavi Dist,Belagavi Camp PS,15.85408,74.50475,Theft,Charge Sheeted
FIR-131/2025-fb49,2025-03-19,Belagavi Dist,Khadebazar PS,15.87412,74.46042,NDPS,Pending Trial
FIR-913/2026-27f2,2025-04-18,Belagavi Dist,Tilakwadi PS,15.85664,74.53997,Robbery,Charge Sheeted
FIR-499/2026-f97d,2025-05-09,Tumakuru,Tumakuru Town PS,13.36404,77.12934,NDPS,Closed
FIR-458/2025-3619,2025-12-02,Tumakuru,Kyathasandra PS,13.31356,77.14526,Robbery,Under Investigation
FIR-771/2025-10af,2025-04-07,Bengaluru City,Indiranagar PS,12.97448,77.57279,Cheating,Closed
FIR-528/2026-4758,2025-08-30,Belagavi Dist,Tilakwadi PS,15.80954,74.51634,Murder,Charge Sheeted
FIR-428/2025-9b42,2025-10-30,Belagavi Dist,Tilakwadi PS,15.84518,74.45393,Murder,Charge Sheeted
FIR-946/2025-888e,2025-07-12,Hubballi Dharwad City,Dharwad Suburban PS,15.35794,75.09458,Murder,Under Investigation
FIR-477/2025-100e,2025-04-23,Mysuru City,Devaraja PS,12.29864,76.62182,NDPS,Charge Sheeted
FIR-611/2026-1b75,2025-11-15,Belagavi Dist,Tilakwadi PS,15.85935,74.50645,NDPS,Under Investigation
FIR-821/2026-24b0,2025-08-31,Mysuru City,Saraswathipuram PS,12.2464,76.68924,Cheating,Closed
FIR-892/2025-f033,2025-08-31,Hubballi Dharwad City,Hubballi Town PS,15.40429,75.10874,Assault,Pending Trial
FIR-550/2026-f94d,2025-11-26,Bengaluru City,Indiranagar PS,13.01804,77.62366,Theft,Charge Sheeted
FIR-369/2026-e232,2025-01-14,Hubballi Dharwad City,Vidyanagar PS,15.38699,75.1134,Theft,Charge Sheeted
FIR-557/2026-3cea,2025-11-24,Mysuru City,Saraswathipuram PS,12.28356,76.68856,Murder,Pending Trial
FIR-430/2025-fb33,2025-04-05,Hubballi Dharwad City,Dharwad Suburban PS,15.36248,75.07692,Cheating,Charge Sheeted
