Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
5863,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಗೆದ್ದಲಮರಿ ಪಿಕಪ್ ನಿರ್ಮಿಸುವುದು,Building a warehouse pickup,ರಾಜ ವೆಂಕಟಪ್ಪ ನಾಯಕ ,King Venkatappa is the leader
5864,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಕೆರೆಗಳ ಸೌಂದರ್ಯೀಕರಣ ,The beauty of lakes,ಶಿವಲಿಂಗೇಗೌಡ ಕೆ.ಎಂ.,Shivalinge Gowda KM
5865,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ,Development of lakes,ರೇವಣ್ಣ ಹೆಚ್.ಡಿ.,Revanna HD
5866,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಎಸ್.ಟಿ.ಸಿ ಎಸ್.ಸಿ.ಪಿ ಯೋಜನೆಯಡಿ ಕೊಳವೆ ಬಾವಿಗಳು,Pipe wells under the STCC SCP project,ನಾರಾಯಣಸ್ವಾಮಿ ಎಸ್.ಎನ್. ,Narayanaswamy SN
5867,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ನೀರಾವರಿ ಇಲಾಖೆಯಿಂದ ಬಿಡುಗಡೆಯಾದ ಅನುದಾನ,Grants Release from the Irrigation Department,ರಾಮಕ್ಕ ವೈ,Ramakka Y.
5868,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ,Development of small irrigation lakes,ರಮೇಶ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ.ಬಿ,Ramesh Bandidida Gowda AB
5869,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಕ್ಷೇತ್ರವಾರು ಬಿಡುಗಡೆ ಮಾಡಿದ ಅನುದಾನ ,Issue of field wise release,ತನ್ವೀರ್ ಸೇಠ್ ,Tanvir Seth
5870,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಬರ ಪರಿಸ್ಥಿತಿಯನ್ನು ಎದುರಿಸಲು ಕೈಗೊಂಡಿರುವ ಕ್ರಮಗಳು ,Steps to deal with drought situation,ಮಧುಬಂಗಾರಪ್ಪ ಎಸ್,Madhubangarappa S.
5871,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಕೆರೆಗಳ ಪುನಶ್ಚೇತನ,Restoration of lakes,ನಾಗರಾಜಯ್ಯ ಡಿ. ,Nagaraja D.
5872,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಕೊಳವೆ ಬಾವಿಗಳಿಗ ವಿದ್ಯತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವುದು,Connecting to the tubing wells,ಶ್ರೀನಿವಾಸ್ ಎಸ್. ಆರ್. (ವಾಸು),Srinivas S. R. (Vasu)
5873,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ವಿಶೇಷ ಘಟಕ ಯೋಜನೆ / ಗಿರಜನ ಉಪ ಯೋಜನಯಡಿ ಕಾಮಗಾರಿಗಳ ಅನುಷ್ಠಾನ,Implementation of works under special component scheme / girajana sub-plan,ಪ್ರಮೋದ್ ಮಧ್ವರಾಜ್ ,Pramod Madhwaraj
5874,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ಇಲಾಖೆಯ ಕಾಮಗಾರಿ,Small irrigation department works,ಸುಬ್ಬಾರೆಡ್ಡಿ ಎಸ್.ಎನ್. ,Subburdy SN
5875,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಎಸ್.ಸಿ.ಪಿ / ಟಿ.ಎಸ್.ಪಿ ಕಾಮಗಾರಿಗಳು,SCP / TSP works,ಸುಬ್ಬಾರೆಡ್ಡಿ ಎಸ್.ಎನ್. ,Subburdy SN
5876,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಎಸ್.ಸಿ.ಪಿ/ ಟಿ.ಎಸ್.ಪಿ ಯೋಜನೆಯ ಕೊಳವೆ ಬಾವಿಗಳು,SCP / TSP project tube wells,ಸುಬ್ಬಾರೆಡ್ಡಿ ಎಸ್.ಎನ್. ,Subburdy SN
5877,23/11/2015,ಸಣ್ಣ ನೀರಾವರಿ ,Small irrigation,ಅನುದಾನ ಮತ್ತು ಇತರೆ ವಿಷಯಗಳು,Grants and other things,ರಾಘವೇಂದ್ರ ಬಿ.ವೈ.,Raghavendra BY
5878,23/11/2015,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಬರಗಾಲಕ್ಕೆ ತುತ್ತಾದ ತಾಲ್ಲೂಕುಗಳು ,Fertile talks,ಗುರುಪಾದಪ್ಪ ನಾಗಮಾರಪ್ಪಳ್ಳಿ,Guruparappa Nagamarappalli
5879,23/11/2015,ಮೀನುಗಾರಿಕೆ ,Fishing,ಯಂತ್ರ ಚಾಲಿತ ದೋಣಿ ಓಸಿಡುವುದು,The boat is powered by a boat,ಪಾಟೀಲ್ ಜೆ.ಟಿ,Patil JT
5880,23/11/2015,ಮೀನುಗಾರಿಕೆ ,Fishing,ಬಂದರುಗಳಿಗೆ ಮೂಲಸೌಲಭ್ಯಗಳು ,Infrastructure for ports,ಹ್ಯಾರಿಸ್ ಎಸ್.ಎ. ,Harris SA
5881,23/11/2015,ಮೀನುಗಾರಿಕೆ ,Fishing,ಬಂದರುಗಳ ಅಭಿವೃದ್ಧಿ,Development of ports,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
5882,23/11/2015,ಮೀನುಗಾರಿಕೆ ಇಲಾಖೆ,Fishing,ಮೀನುಗಾರಿಕೆ ಕೃಷಿ ,Fishing farm,ಅಪ್ಪಚ್ಚು ರಂಜನ್ ಎಂ.ಪಿ.,Appachan Ranjan MP
5883,23/11/2015,ಮೀನುಗಾರಿಕೆ ಇಲಾಖೆ,Fishing,ಆರ್.ಕೆ.ವಿ.ವೈ ಯೋಜನೆ,RKVY project,ರಮೇಶ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ.ಬಿ,Ramesh Bandidida Gowda AB
5884,23/11/2015,ಮೀನುಗಾರಿಕೆ ಇಲಾಖೆ,Fishing,ಮತ್ಸಾಶ್ರಯ ಯೋಜನೆ,Attractive scheme,ನರೇಂದ್ರಸ್ವಾಮಿ ಪಿ.ಎಂ.,Narendra Swami PM
5885,23/11/2015,ಬೃಹತ್ ಮತ್ತು ಮಧ್ಯಮ ಕೈಗಾರಿಕೆ ,Large and medium enterprise,ಕೈಮಗ್ಗ ಮತ್ತು ವಿದ್ಯುತ್ ಮಗ್ಗಗಳಿಗೆ ಪ್ರೋತ್ಸಾಹಕ ಯೋಜನೆಗಳು,Promotional projects for handloom and power looms,ಹ್ಯಾರಿಸ್ ಎಸ್.ಎ. ,Harris SA
5886,23/11/2015,ಬೃಹತ್ ಮತ್ತು ಮಧ್ಯಮ ಕೈಗಾರಿಕೆ ,Large and medium enterprise,ಅನುದಾನ ನೀಡಿಕೆ,Grant grant,ರಾಜಣ್ಣ ಎಂ. ,Rajanna M.
5887,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಂಗಣ ಸೇರ್ಪಡೆ ಮಾಡುವುದು,Adding stadium,ಭೂಸನೂರ ರಮೇಶ ಬಾಳಪ್ಪ ,Bhasanur Ramesh Balappa
5888,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಮುಲಭೂತ ಸೌಲಭ್ಯ ಒದಗಿಸುವುದು,Providing infrastructure facilities,ವೆಂಕಟೇಶ್ ಕೆ. ,Venkatesh K.
5889,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಒಳಾಂಗಣ ಕ್ರೀಡಾಂಗಣ ನಿರ್ಮಾಣ,Indoor stadium construction,ಬಾದರ್ಲಿ ಹಂಪನಗೌಡ,Batherly Hampana Gowda
5890,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಂಗಣ ಅಭಿವೃದ್ಧಿಪಡಿಸುವುದು,Developing the stadium,ಮಧುಬಂಗಾರಪ್ಪ ಎಸ್,Madhubangarappa S.
5891,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ತಲ್ಲೂಕು ಕೇಂದ್ರಗಳಲ್ಲಿ ಜಿಮ್ ಸ್ಥಾಪಿಸುವುದು,Establishment of gym in taluka centers,ಪಾಟೀಲ್ ಜೆ.ಟಿ,Patil JT
5892,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಒಳಾಂಗಣ ಕ್ರೀಡಾಂಗಣಗಳಲ್ಲಿ ಅಂಕಣ ನಿರ್ಮಿಸುವುದು,Building columns in indoor stadiums,ಗೋವಿಂದ ಎಂ. ಕಾರಜೋಳ,Govinda M. Carjola
5893,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ವ್ಯಾಯಾಮ ಶಾಲೆಗಳಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ,Grant Release to Exercise Schools,ವೆಂಕಟರಮಣಯ್ಯ ಟಿ,Venkataramanyaya T.
5894,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ವ್ಯಾಯಾಮ ಶಾಲೆಗಳಿಗೆ ಅನುದಾನ ನೀಡುವುದು,Grants to Exercise Schools,ಸೋಮಶೇಖರ್ ಎಸ್.ಟಿ,Somashekhar ST
5895,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡೆಯನ್ನು ಪ್ರೋತ್ಸಾಹಿಸುವುದು,Encouraging sport,ಅಪ್ಪಾಜಿ @ ಚನ್ನಬಸವರಾಜ್ ಶಂಕರರಾವ್ ನಾಡಗೌಡ,Appaji @ Chanabasavaraj Shankarrao Nadgowda
5896,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕಬ್ಬಡ್ಡಿ ಕ್ರೀಡೆಗೆ ಪ್ರೋತ್ಸಾಹ,Encouragement for kebab sport,ಬಣಕಾರ್ ಯು.ಬಿ. ,Banakar UB
5897,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ರಾಷ್ಟ್ರ ಮತ್ತು ಅಂತರರಾಷ್ಟ್ರ ಮಟ್ಟದ ಕ್ರೀಡೆಗಳು,Country and international level sports,ಪುಟ್ಟಣ್ಣಯ್ಯ ಕೆ.ಎಸ್. ,Puttannaiah K.S.
5898,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಪಟುಗಳಿಗೆ ಒದಗಿಸುತ್ತಿರುವ ಸೌಲಭ್ಯಗಳು,Facilities provided to athletes,ಮಾನಪ್ಪ ಡಿ. ವಜ್ಜಲ್ ,Manappa D. Vajzal
5899,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಂಗಣ ಕಾಮಗಾರಿ ಅಪೂರ್ಣಗೊಂಡಿರುವುದು,Stadium construction is incomplete,ಮಾನಪ್ಪ ಡಿ. ವಜ್ಜಲ್ ,Manappa D. Vajzal
5900,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಂಗಣಗಳಿಗೆ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಲಕ್ಪಿಸುವುದು,Basic facilities for stadiums,ಸುಧಾಕರ್ ಲಾಲ್ ಪಿ.ಆರ್,Sudhakar Lal PR
5901,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾಂಗಣಗಳ ಅಭಿವೃದ್ಧಿಗೆ ಅನುದಾನ ,Grants for development of stadiums,ವಿಶ್ವೇಶ್ವರ ಹೆಗಡೆ ಕಾಗೇರಿ,Vishweshwara Hegde Kageri
5902,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಒಳಾಂಗಣ ಕ್ರೀಡಾಂಗಣ ನಿರ್ಮಾಣ,Indoor stadium construction,ಕ್ಯಾತಸಂದ್ರ ಎನ್. ರಾಜಣ್ಣ,Kathasandra N. Rajanna
5903,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ತಾಂಡಗಳ ಜನರ ಅಭಿವೃದ್ಧಿ,The development of the people of the tanks,ಪ್ರಿಯಾಂಕ್ ಎಂ. ಖರ್ಗೆ,Priyank M. Kharge
5904,23/11/2015,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ನೂತನ ಕ್ರೀಡಾ ನೀತಿ ಜಾರಿ,New sports policy enforcement,ಪ್ರಿಯಾಂಕ್ ಎಂ. ಖರ್ಗೆ,Priyank M. Kharge
5905,23/11/2015,ಅರಣ್ಯ,Forest Department,ಮೂಲಭೂತ ಸೌಲಭ್ಯಗಳನ್ನು ಕಲ್ಪಿಸುವುದು,To provide basic facilities,ಹಾಲಾಡಿ ಶ್ರೀನಿವಾಸ ಶೆಟ್ಟಿ,Halady Srinivasa Shetty
5906,23/11/2015,ಅರಣ್ಯ,Forest Department,ವವ್ಯ ಜೀವಿ ವಲಯದ ಪ್ರದೇಶಗಳಲ್ಲಿ ಪುನರ್ವಸತಿ,Rehabilitation in areas of the parody of the epicenter,ಅರಬೈಲ್ ಶಿವರಾಮ್ ಹೆಬ್ಬಾರ್,Arabail Shivaram Hebbar
5907,23/11/2015,ಅರಣ್ಯ,Forest Department,ಎಸ್.ಸಿ.ಪಿ. ಮತ್ತು ಟಿ.ಎಸ್.ಪಿ ಯೋಜನೆಯ ಅನುದಾನ ,SCP And TSP project,ಸಿದ್ದು ಬಿ. ನ್ಯಾಮನಗೌಡ,Sit b. Nana Gowda
5908,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕೃಷ್ಣಾ ನದಿಯಲ್ಲಿರುವ ಮೊಸಳೆಗಳು,Crocodiles in the Krishna River,ಪಾಟೀಲ್ ಜೆ.ಟಿ,Patil JT
5909,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಪ್ರದೇಶದಲ್ಲಿರವ ಖಾಸಗಿ ರೆಸಾರ್ಟ್‌ಗಳು,Private Resorts in the Forest Area,ಹ್ಯಾರಿಸ್ ಎಸ್.ಎ. ,Harris SA
5910,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ  ಭೂಮಿ ಒತ್ತುವರಿ,Forest land enclosure,ಗೋಪಾಲಯ್ಯ ಕೆ.,Gopalaiah K.
5911,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕಾವೇರಿ ಮತ್ತು ಮಹದೇಶ್ವರ ಬೆಟ್ಟ ವನ್ಯಧಾಮಗಳನ್ನು ಹುಲಿ ಯೋಜನೆಗೆ ಸೇರ್ಫಡಿಸುವುದು,Cauvery and Mahadeshwara Betta Wildlife Sanctuary will be added to the tiger project,ಗೋಪಾಲಯ್ಯ ಕೆ.,Gopalaiah K.
5912,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಪ್ರದೇಶಗಳ ವಿವರ,Profile of Forest Areas,ಅರವಿಂದ್ ಚಂದ್ರಕಾಂತ್ ಪಾಟೀಲ್,Arvind Chandrakant Patil
5913,23/11/2015,ಅರಣ್ಯ,Forest Department,ವನ್ಯ ಮೃಗಗಳ ದಾಳಿ,Wild beasts attack,ಅರವಿಂದ್ ಚಂದ್ರಕಾಂತ್ ಪಾಟೀಲ್,Arvind Chandrakant Patil
5914,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಜಮೀನುಗಳು,Forest Land,ನಾಗರಾಜ್ ಬಿ ಎಂ,Nagaraj B.M.
5915,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕರಡಿ ಧಾಮಗಳು,Bear holes,ನಾಗೇಂದ್ರ ಬಿ. ,Nagendra B.
5916,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಪ್ರದೇಶಗಳು,Forest Areas,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
5917,23/11/2015,ಅರಣ್ಯ,Forest Department,ಒತ್ತುವರಿಯಾಗಿರುವ ಅರಣ್ಯ ಪ್ರದೇಶಗಳು,Forest areas that are pressurized,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
5918,23/11/2015,ಅರಣ್ಯ,Forest Department,ಪ್ರಾದೇಶಿಕ ವಲಯ ಅರಣ್ಯಾಧಿಕಾರಿಗಳ ಕಚೇರಿ ಸ್ಥಳಾಂತರ,Deputy Office of Regional Zone Forest Officers,ಶಿವಾನಂದ ಎಸ್. ಪಾಟೀಲ,Sivananda S. Patil
5919,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕೆರೆ ಸ್ವಚ್ಛಗೊಳಿಸುವುದು,Cleaning the lake,ಸುಧಾಕರ್ ಕೆ,Sudhakar K.
5920,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಸಂಪತ್ತಿನ ಕಳ್ಳತನದ ಪ್ರಕರಣಗಳು,Cases of theft of forest wealth,ಉಮೇಶ ಜಿ. ಜಾಧವ್,Umesh G. Jadhav
5921,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಸಂಪತ್ತನ್ನು ರಕ್ಷಿಸುವುದು,Protecting Forest Treasures,ಉಮೇಶ ಜಿ. ಜಾಧವ್,Umesh G. Jadhav
5922,23/11/2015,ಅರಣ್ಯ,Forest Department,ಹಸಿರು ಗ್ರಾಮ ಯೋಜನೆ,Green Village Project,ಬಣಕಾರ್ ಯು.ಬಿ. ,Banakar UB
5923,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಇಲಾಖೆಯಲ್ಲಿ ಕಾರ್ಯ ನಿರ್ವಹಿಸುತ್ತಿರುವ ದಿನಗೂಲಿ ನೌಕರರು,Day workers who work in the forest department,ಚೆಲುವರಾಯಸ್ವಾಮಿ ಎನ್. ,Cheluvaraswamy N.
5924,23/11/2015,ಅರಣ್ಯ,Forest Department,ಅರಣ್ಯ ಭೂಮಿ,Forest land,ಚಿಕ್ಕಮಾದು ಎಸ್,Little is S.
5925,23/11/2015,ಅರಣ್ಯ,Forest Department,ಹಸಿರು ಶಾಲಾ ವನ ಯೋಜನೆ,Green School project,ಮಾನಪ್ಪ ಡಿ. ವಜ್ಜಲ್ ,Manappa D. Vajzal
5926,23/11/2015,ಅರಣ್ಯ,Forest Department,ಗ್ರಾಮ ಅರಣ್ಯ ಹಕ್ಕು ಸಮಿತಿಗಳ ರಚನೆ,Formation of Village Forest Rights Committees,ಶ್ರೀನಿವಾಸ್ ಎಸ್. ಆರ್. (ವಾಸು),Srinivas S. R. (Vasu)
5927,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕರಡಿಗಳ ಹಾವಳಿ,Throwing of bears,ಸುಧಾಕರ್ ಲಾಲ್ ಪಿ.ಆರ್,Sudhakar Lal PR
5928,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕಸ್ತೂರಿರಂಗನ್ ವರದಿಗೆ ಆಕ್ಷೇಪಣೆಗಳು,Objections to the Kasturirangan report,ಸುನೀಲ್ ಕುಮಾರ್ ವಿ. ,Sunil Kumar V.
5929,23/11/2015,ಅರಣ್ಯ,Forest Department,ಕಳ್ಳ ಬೇಟೆ ನಿಯಂತ್ರಣ ಕ್ಯಾಂಪ್,Thief hunting control camp,ಸುನೀಲ್ ಕುಮಾರ್ ವಿ. ,Sunil Kumar V.
5930,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಎತ್ತಿನ ಹೊಳ ಯೋಜನೆ,The plan of the ox,ಕೃಷ್ಣಪ್ಪ ಎಂ. (ವಿಜಯನಗರ),Krishnappa M. (Vijayanagar)
5931,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಮುಲ್ಲಾಮಾದರಿ ಯೋಜನೆಯ ಸಂತ್ರಸ್ಥರಿಗೆ ಪನರ್ವಸತಿ ಕಲ್ಪಿಸುವುದು ,Rehabilitation of victims of the Mullamathari project,ಉಮೇಶ ಜಿ. ಜಾಧವ್,Umesh G. Jadhav
5932,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕಾಳುವೆಯ ಅಗಲೀಕರಣ ,Widening of the Crows,ಶ್ರೀನಿವಾಸ್ ಎಸ್. ಆರ್. (ವಾಸು),Srinivas S. R. (Vasu)
5933,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಸವಳು ಜವಳು ಕಾರ್ಯಕ್ರಮ ಪ್ರಾರಂಭಿಸುವುದು ,Launching the Savvy Cavalry Program,ಸಿದ್ದು ಬಿ. ನ್ಯಾಮನಗೌಡ,Sit b. Nana Gowda
5934,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ವಿವಿಧ ಯೋಜನೆಗಳಡಿಯಲ್ಲಿ ಅನುದಾನ ಪಡಿದ ಫಲಾನುಭಿಗಳು,Subsidy beneficiaries under various schemes,ಕಾಶಪ್ಪನವರ್ ವಿಜಯಾನಂದ್ ಶಿವಶಂಕರಪ್ಪ,Keshappanavar Vijayanand Shivashankarappa
5935,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಏತ ನೀರಾವರಿ ಯೋಜನೆಗಳ ಪ್ರಗತಿ,What is the development of irrigation projects?,ಕಾಶಪ್ಪನವರ್ ವಿಜಯಾನಂದ್ ಶಿವಶಂಕರಪ್ಪ,Keshappanavar Vijayanand Shivashankarappa
5936,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,೧೬ ಗ್ರಾಮಗಳನ್ನು ಮುಳುಗಡೆ ಗ್ರಾಮಗಳೆಂದು ಘೋಷಿಸುವುದು,16 villages are declared as submerged villages,ಕಾಶಪ್ಪನವರ್ ವಿಜಯಾನಂದ್ ಶಿವಶಂಕರಪ್ಪ,Keshappanavar Vijayanand Shivashankarappa
5937,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಯಳ್ಳಿಗುತ್ತಿ ಗ್ರಾಮಕ್ಕೆ ನೀರಾವರಿ ಒದಗಿಸುವುದು,Providing irrigation to the village,ಪಾಟೀಲ್ ಜೆ.ಟಿ,Patil JT
5938,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಅಣೆಕಟ್ಟುಗಳು ಭರ್ತಿಯಾಗದಿವುರುದು,Dams will not be filled out,ಅರವಿಂದ ಲಿಂಬಾವಳಿ,Aravinda Limbavali
5939,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಹೂಳು ಎತ್ತುವ ಯೋಜನೆ ಅನುಷ್ಠಾನ,Implementation of the project to sift,ಗೋಪಾಲಯ್ಯ ಕೆ.,Gopalaiah K.
5940,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕಳಸಾ ಬಂಡೂರಿ ಮಹದಾಯಿ ಯೋಜನೆ ಕಾರ್ಯವ್ಯಾಪ್ತಿ,Kalsa Bunduri Mahadevi Project is the workplace,ಜೊಲ್ಲೆ ಶಶಿಕಲಾ ಅಣ್ಣಾಸಾಹೇಬ್,Joel Shashikala Annasaheb
5941,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕೆರೆಗಳಿಗೆ ನೀರು ತುಂಬಿಸುವುದು,Watering the lakes,ಐಹೊಳೆ ಡಿ. ಮಹಾಲಿಂಗಪ್ಪ,Aihole D. Mahalingappa
5942,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಕಾಲುವೆಗಳ ನಿರ್ವಹಣೆಗೆ ಅನುದಾನ,Grants for the maintenance of canals,ಉಮೇಶ್ ವಿಶ್ವನಾಥ್ ಕತ್ತಿ ,Umesh Vishwanath Sword
5943,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಏತ ನೀರಾವರಿ ಯೋಜನೆ,What is irrigation scheme?,ಲಕ್ಷ್ಮಣ ಸಂಗಪ್ಪ ಸವದಿ,Lakshmana Sangappa Savvadi
5944,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಎಸ್.ಸಿ.ಪಿ / ಟಿ.ಎಸ್.ಪಿ ಯೋಜನೆಯಡಿ ಬಿಡುಗಡೆಯಾದ ಮೊತ್ತ,Amount released under SCP / TSP scheme,ಲಕ್ಷ್ಮಣ ಸಂಗಪ್ಪ ಸವದಿ,Lakshmana Sangappa Savvadi
5945,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ಭದ್ರಾ ಮೇಲ್ದಂಡೆ ಯೋಜನೆ ಕೂಡ್ಲಗಿ ತಾಲ್ಲೂಕನ್ನು ಸೇರಿಸುವುದು,Adding the Koodlagi taluk to the Bhadra Upstairs Project,ನಾಗೇಂದ್ರ ಬಿ. ,Nagendra B.
5946,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ರಸ್ತೆ ಅಭಿವೃದ್ಧಿ ,Road development,ಶಿವಾನಂದ ಎಸ್. ಪಾಟೀಲ,Sivananda S. Patil
5947,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ನಬಾರ್ಡ್ ಯೋಜನೆಯಿಂದ ನೀಡಿರುವ ಅನುದಾನ,Assistance from the NABARD project,ಶಿವಾನಂದ ಎಸ್. ಪಾಟೀಲ,Sivananda S. Patil
5948,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ನೀರಾವರಿ ಯೋಜನೆಗಳು ,Irrigation projects,ಪಾಟೀಲ್ ಎ.ಎಸ್,Patil AS
5949,23/11/2015,ಜಲಸಂಪನ್ಮೂಲ ,Water source,ನೀರಾವರಿ ಯೋಜನೆಗಳು ,Irrigation projects,ಪಾಟೀಲ್ ಎ.ಎಸ್,Patil AS
