Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
3076,21/03/2017,ಕಾರ್ಮಿಕ,Labor,ರಾಜ್ಯದಲ್ಲಿರುವ ಗಾರ್ಮೆಟ್ಸ್‌ಗಳ ಬಗ್ಗೆ,About Garmets in the State,ಕಾಂತರಾಜು,Kantaraju
3077,21/03/2017,ತೋಟಗಾರಿಕೆ,Gardening,ತೆಂಗಿನ ಮರಗಳಿಗೆ ಬಿಳಿ ಹುಳುಗಳ ಹಾವಳಿ ಬಗ್ಗೆ,About the worms of white worms to coconut trees,ಕಾಂತರಾಜು,Kantaraju
3078,21/03/2017,ತೋಟಗಾರಿಕೆ,Gardening,ನೀರಾ ಮತ್ತು ಉತ್ಪಾದನೆಗೆ ಪ್ರೋತ್ಸಾಹ ನೀಡುವ ಬಗ್ಗೆ,About Nirra and encouraging production,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3079,21/03/2017,ತೋಟಗಾರಿಕೆ,Gardening,ನೀರಾ ಮತ್ತು ಉತ್ಪಾದನೆಗೆ ಪ್ರೋತ್ಸಾಹ ನೀಡುವ ಬಗ್ಗೆ,About Nirra and encouraging production,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3080,21/03/2017,ಲೋಕೋಪಯೋಗಿ,Public service,ಶಿರಾಡಿಘಾಟ್ ಸುರಂಗ ಮಾರ್ಗ ಯೋಜನೆ ಅನುಷ್ಠಾನದ ಕುರಿತು,About the implementation of the Shiradi Ghat Tunneling Project,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3081,21/03/2017,ಕೃಷಿ,Agriculture,ಕೃಷಿ ಇಲಾಖೆಯ ಖಾಲಿ ಹುದ್ದೆಗಳ ಮತ್ತು ಕಾರ್ಯಕ್ರಮ ಅನುಷ್ಟಾನದ ಕುರಿತು,About the vacancies and program implementation of the Agriculture Department,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3082,21/03/2017,ಪೌರಾಡಳಿv,Mesmerizing v,ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳ ಕುರಿತು,About vacant posts,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3083,21/03/2017,ಪೌರಾಡಳಿv,Mesmerizing v,ನಗರಸಭೆ. ಪುರಸಭೆ ಹಾಗೂ ಪಟ್ಟಣ ಪಂಚಾಯಿತಿಗಳ ಬಗ್ಗೆ,Municipality. About municipalities and town panchayats,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
3084,21/03/2017,ಕೃಷಿ,Agriculture,ರಸಗೊಬ್ಬರ ಮತ್ತು ಕೀಟನಾಶಕಗಳ ಔಷಧಿ ಅಂಗಡಿಗಳ ಕುರಿತು,About fertilizer and pesticide drug stores,ಗೋಪಾಲಸ್ವಾಮಿ .ಎಂ.ಎ,Gopalaswamy MA
3085,21/03/2017,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಅಮೃತ್ ಮಹಲ್‌ಗಳ ವಿವರ ನೀಡುವ ಬಗ್ಗೆ,About the details of the Amrit Mahals,ಗೋಪಾಲಸ್ವಾಮಿ .ಎಂ.ಎ,Gopalaswamy MA
3086,21/03/2017,ಇಂಧನ,Fuel,ಸೋಲಾರ್ ವಿದ್ಯುತ್ ಘಟಕಗಳ ಸ್ಥಾಪನೆ ಕುರಿತು,About installing solar power plants,ತಾರಾಅನೂರಾಧ,Tara Anuradha
3087,21/03/2017,ಲೋಕೋಪಯೋಗಿ,Public service,ಲೋಕೋಪಯೋಗಿ ಇಲಾಖೆಯಲ್ಲಿ ವಿವಿಧ ಕಾಮಗಾರಿಗಳಿಗೆ ಬಂದಿರುವ ಅನುದಾನದ ಬಗ್ಗೆ,Provision of funds for various works in Public Works Department,ಘೋಟ್ನೆಕರ ಶ್ರೀಕಾಂತ ಲಕ್ಷ್ಮಣ,Ghotnekara Srikanta Lakshmana
3088,21/03/2017,ಲೋಕೋಪಯೋಗಿ,Public service,ಹಳಿಯಾಳ ತಾಲ್ಲೂಕಿನ ಸರ್ಕಾರದಿಂದ ದಾಂಡೇಲಿವರೆಗೆ ರಸ್ತೆಯು ಕಳಪೆ ಕಾಮಗಾರಿಯ ಕುರಿತು,Road to poor work from Haleyala taluk to Dandeli,ಘೋಟ್ನೆಕರ ಶ್ರೀಕಾಂತ ಲಕ್ಷ್ಮಣ,Ghotnekara Srikanta Lakshmana
3089,21/03/2017,ಆರ್ಥಿಕ,Economy,ಉತ್ತರ ಕನ್ನಡ ಜಿಲ್ಲೆಯ ಜೋಯಿಢಾ ಥಾಲ್ಲೂಕಿನ ಬಾಚಣಕೆ ಹತ್ತಿರ ತಂತಿ ಬೇಲಿಯ ಅನುದಾನ ಬಳಕೆಯಾಗದೆ ಇರುವ ಕುರಿತು,About the use of wire belli near Jaffna Thaluki in Uttara Kannada district,ಘೋಟ್ನೆಕರ ಶ್ರೀಕಾಂತ ಲಕ್ಷ್ಮಣ,Ghotnekara Srikanta Lakshmana
3090,21/03/2017,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಪಶು ಚಿಕಿತ್ಸಾಲಯಗಳಲ್ಲಿ ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳು,Vacant posts in veterinary clinics,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
3091,21/03/2017,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಪಶುಚಿಕಿತ್ಸಾಲಯ ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,About Veterinary Hospital Facilities,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
3092,21/03/2017,ಸಿಬ್ಬಂದಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ಅನುಕಂಪ ಆಧಾರಿತ ಕೆಲಸ,Pity-based work,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
3093,21/03/2017,ಇಂಧನ,Fuel,ಸೋಲಾರ್ ವಿದ್ಯುತ್ ಉತ್ಪಾದನೆ,Solar power generation,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
3094,21/03/2017,ಸಾರ್ವಜನಿಕ ಉದ್ದಿಮೆ,Public enterprise,ಸಾರ್ವಜನಿಕ ಉದ್ದಿಮೆಗಳ ಆಡಳಿತ ನಿರ್ವಹಣೆ,Administration of public enterprises,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
3095,21/03/2017,ಲೋಕೋಪಯೋಗಿ,Public service,ಟೋಲ್ ಸಂಗ್ರಹಣೆಯಿಂದ ತೊಂದರೆ,Trouble with toll collection,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
3096,21/03/2017,ಕೃಷಿ,Farming,ಕೃಷಿ ಭೂಮಿ ಬಳಕೆಯ ಬಗ್ಗೆ,About the use of agricultural land,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
3097,21/03/2017,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,Agricultural Market,ಎ.ಪಿ.ಎಂ.ಸಿ ಮಳಿಗೆಳು,APMC Shop,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
3098,22/03/2017,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ,Heavy and medium irrigation,"ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಕಾಲುವೆಗಳ ಸರ್ವೀಸ್ ರಸ್ತೆಗಳು, ಹಾಗೂ ಕೆರೆಗಳ ಬಗ್ಗೆ","About the service roads, and lakes of the canals in Raichur district",ಬೋಸರಾಜು ಎನ್.ಎಸ್,Bosaraju N S
3099,22/03/2017,ಅರಣ್ಯ,Forest,ರಾಯಚೂರು ಜಿಲ್ಲೆಯಲ್ಲಿರುವ ಅರಣ್ಯ ಪ್ರದೇಶಗಳ ಬಗ್ಗೆ,About Forest Areas in Raichur District,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
3100,22/03/2017,ಕಂದಾಯ,Revenue,ಮಾನ್ವಿ ಪಟ್ಟಣದಲ್ಲಿ ಮಿನಿ ವಿಧಾನಸೌಧದ ನಿರ್ಮಾಣ ಮಾಡುವ ಬಗ್ಗೆ,About building mini-mansion in Manvi town,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
3101,22/03/2017,ಕಾನೂನು,The law,ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಮಾನ್ವಿಯಲ್ಲಿ ನ್ಯಾಯಾಲಯಗಳ ಸಂಕೀರ್ಣ ನಿರ್ಮಾಣ ಮಾಡುವ ಬಗ್ಗೆ,"About building a complex of courts in Manwy, Raichur district",ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
3102,22/03/2017,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಮಾನ್ವಿ ತಾಲ್ಲೂಕಿನ ಏತ ನೀರಾವರಿ ಯೋಜನೆಗಳ ಬಗ್ಗೆ,About irrigation projects in Manvi taluk,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
3103,22/03/2017,ಕಂದಾಯ,Revenue,ಸರ್ಕಾರಿ ಜಾಗಗಳಲ್ಲಿ ಕಟ್ಟಿರುವ ಮನೆಗಳಿಗೆ ಹಕ್ಕು ಪತ್ರ ನೀಡುವ ಬಗ್ಗೆ,Issuing of rights to houses constructed in government spaces,ಭಾನುಪ್ರಕಾಶ,Bhanu Prakasha
3104,22/03/2017,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ,Heavy and medium irrigation,ಕಾವೇರಿ ನದಿ ನೀರಿಗೆ ನಗರ ಪಟ್ಟಣ ಕಲುಷಿತ ನೀರು ಸೇರಿ ಹಾಳಾಗದಂತೆ ತಡೆಯುವ ಬಗ್ಗೆ,About the Cauvery river water to prevent city-contaminated water from damaging,ಸುನಿಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
3105,22/03/2017,ಕಂದಾಯ,Revenue,ಸಾಮಾನ್ಯ ವರ್ಗದ ಕೆಲವು ಜಾತಿಗಳಿಗೆ ಜಾತಿ ದೃಡೀಕರಣ ಪತ್ರ ನೀಡಿರುವ ಬಗ್ಗೆ,About caste certification letter to some species of the common class,ಸುನಿಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
3106,22/03/2017,ಕಂದಾಯ,Revenue,ಕರ್ನಾಟಕ ಭೂ ಸುಧಾರಣಾ ಕಾಯ್ದೆ ೧೯೬೧ರಲ್ಲಿನ ಭೂ ಮಂಜೂರಾತಿ ಬಗ್ಗೆ,"Land Acquisition in Karnataka Land Reforms Act, 1961",ಸುನಿಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
3107,22/03/2017,ಕಂದಾಯ,Revenue,ರುದ್ರಭೂಮಿಯಲ್ಲಿ ಶವಸಂಸ್ಕಾರಕ್ಕೆ ಇರುವ ಸಿಬ್ಬಂದಿಗಳಿಗೆ ಉತ್ತಮ ಸೌಲಭ್ಯಗಳನ್ನು ನೀಡುವ ಬಗ್ಗೆ,About providing fun facilities for staffing funerals at the cemetery,ಸುನಿಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
3108,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯದಲ್ಲಿನ ವನ್ಯ ಜೀವಿಗಳಿಗೆ ಮೇವು ಹಾಗೂ ನೀರಿನ ಅಭಾವ ಉಂಟಾಗಿರುವ ಬಗ್ಗೆ,About wildlife and deprivation of water to wildlife in the forest,ಸುನೀಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
3109,22/03/2017,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ,Heavy and medium irrigation,ಜಲಸಂಪನ್ಮೂಲ ಇಲಾಖೆಯಿಂದ ಬಿಡುಗಡೆಯಾದ ಹಣದ ಬಗ್ಗೆ,About the money released from the Water Resources Department,ಸಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
3110,22/03/2017,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಸಣ್ಣ ನೀರಾವರಿ ಇಲಾಖೆಯಿಂದ ಕೆರೆಗಳ ಅಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About the development of lakes from the Department of Small Irrigation,ಸಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
3111,22/03/2017,ಕಂದಾಯ,Revenue,ರಮನಗರ ಹಾಗೂ ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಗಳ ಬರದ ಬಗ್ಗೆ,About the departure of Ramanagaram and Chamarajanagar districts,ಸಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
3112,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಪದೇಶದ ಕಾಡ್ಗಿಚ್ಚಿನ ಬಗ್ಗೆ,About Wild Forest Wildlife,ಸಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
3113,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಭೂಮಿಯಲ್ಲಿ ಸಾಗುವಳಿ ಮಾಡುತ್ತಿರುವವರಿಗೆ ಸಾಗುವಳಿ ಚೀಟಿ ನೀಡುವ ಬಗ್ಗೆ,Providing cultivation cards for those who cultivate in forest land,ಸಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
3114,22/03/2017,ಆರ್ಥಿಕ,Economy,"ಸರಕಾರದಿಂದ ವಿಕಲಚೇತನರು, ವಿಧವೆಯರು ಮತ್ತು ವೃದ್ಧಾಪ್ಯ ವೇತನದ ಬಗ್ಗೆ","About Government, Disabled, Widows and Older Persons",ಸಮಣ್ಣ ಮ. ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3115,22/03/2017,ಕಂದಾಯ,Revenue,ಹವೇರಿ ಜಿಲ್ಲೆಯಲ್ಲಿ ಭೂಮಾಪಕರಿಂದ ತೊಂದರೆಯಾಗುತ್ತಿರುವ ಬಗ್ಗೆ,About disaster by the earthquake in Hewari district,ಸಮಣ್ಣ ಮ. ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3116,22/03/2017,ಕಂದಾಯ,Revenue,ರಾಜ್ಯದಲ್ಲಿ ಗೋಮಾಳ ಇರುವ ಜಮೀನು ಬಗ್ಗೆ,About the land of pasture in the state,ಸಮಣ್ಣ ಮ. ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3117,22/03/2017,ಮಧ್ಯಮ ನೀರಾವರಿ,Medium irrigation,ನೀರಾವರಿ ಯೋಜನೆಗಳ ಆಧುನಿಕರಣ ಕುರಿತು,About the modernization of irrigation projects,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3118,22/03/2017,ಅರಣ್ಯ,Forest,ಆನೆ ಖಾರಿಡಾರ‍್ಗಳ ಪುಮರ್ ಸ್ಥಾಪನೆ ಬಗ್ಗೆ,About the establishment of the Pumar of Elephant Kharidars,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3119,22/03/2017,ಕಂದಾಯ,Revenue,ತೀವ್ರತರದ ಬರ ಮತ್ತು ಪರಿಹಾರೋಪಾಯ ಕುರಿತು,About extreme drought and remedies,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3120,22/03/2017,ಕಾರ್ಮಿಕ,Labor,ಕೇಂದ್ರ ಸರ್ಕಾರದ ಅನುದಾನದ ಬಳಕೆ ಕುರಿತು,About Central Government Grants,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3121,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯಕ್ಕೆ ಹಾಕುತ್ತಿರುವ ಬೆಂಕಿ ಮತ್ತು ಸಮಸ್ಯೆಗೊಳಗಾದವರಿಗೆ ಪರಿಹಾರ,Fire to forest and relief for those affected,ಸೋಮಣ್ಣ .ವಿ,Somanna V
3122,22/03/2017,ಕಂದಾಯ,Revenue,೨೦೧೫-೧೬ ಮತ್ತು ೨೦೧೬-೧೭ ರವರೆಗೆ ಹಾವೇರಿ ಜಿಲ್ಲೆಯಲ್ಲಿ ರೈತರ ಆತ್ಮಹತ್ಯೆ ವಿವರದ ಬಗ್ಗೆ,About the details of farmers' suicides in Haveri district from 2015-16 and 2016-17,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
3123,22/03/2017,ಕಂದಾಯ,Revenue,ಬಗರ್ ಹುಕುಂ ಸಾಗುವಳಿಯ ಬಗ್ಗೆ,About burger hukum cultivation,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3124,22/03/2017,ಮುಜರಾಯಿ,Muzarai,ತಿರುಪತಿ ದೇವಸ್ಥಾನದ ಬಗ್ಗೆ,About Tirupati Temple,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3125,22/03/2017,ಯುವಜನ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡೆ,Youth Empowerment and Sports,ಒಳಾಂಗಣ ಕ್ರೀಡಾಂಗಣಗಳ ಅಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About the development of indoor stadiums,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3126,22/03/2017,ಕರ್ಮಿಕ,The work,ಗಾರ್ಮೆಂಟ್ಸ್ ಕಾರ್ಖಾನೆಗಳ ಬಗ್ಗೆ,About Garments factories,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3127,22/03/2017,ಕಂದಾಯ,Revenue,ಪೋಡಿ ಪ್ರಕ್ರಿಯೆ ಬಗ್ಗೆ,About the coding process,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
3128,22/03/2017,ಮುಜರಾಯಿ,Muzarai,ಮುಜರಾಯಿ ದೇವಾಲಯಗಳ ಮೂಲಭೂತ ಸೌಕರ್ಯ ಕುರಿತು,About the infrastructure of the Muzrai temples,ನಾರಾಯಣಸ್ವಾಮಿ .ಕೆ.ವಿ,Narayanaswamy K V
3129,22/03/2017,ಮುಜರಾಯಿ,Muzarai,ಮುಜರಾಯಿ ಇಲಾಖೆಯ ಆದಾಯ ಮತ್ತು ವೆಚ್ಚದ ಬಗ್ಗೆ,About the revenue and expenditure of the Muzrai Department,ನಾರಾಯಣಸ್ವಾಮಿ .ಕೆ.ವಿ,Narayanaswamy K V
3130,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯಕ್ಕೆ ಮೇಯಲು ಜಾನುವಾರುಗಳನ್ನು ಬಿಡುವ ಬಗ್ಗೆ,About livestock feeding for the forest,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
3131,22/03/2017,ಕಂದಾಯ,Revenue,ಬರಗಾಲದಲ್ಲಿ ಜಾನುವಾರುಗಳ ಸಂರಕ್ಷಣೆ ಕುರಿತು,About conservation of livestock during drought,ನಿರಾಣಿ ಹನುಮಂತ್ ರುದ್ರಪ್ಪ,Nirani Hanumanth Rudrappa
3132,22/03/2017,ಅರಣ್ಯ,Forest,ರಾಜ್ಯದಲ್ಲಿ ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ರಾಜ್ಯ ಹೆದ್ದಾರಿ ಹಾಗೂ ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿಗಳಲ್ಲಿ ಗಿಡ ನೆಟ್ಟಿರುವ ಬಗ್ಗೆ,About the State Highway in the State and the State Highways and National Highways,ಪಸನ್ನ ಕುಮಾರ .ಆರ್,Prasanna Kumar R
3133,22/03/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಕರ್ನಾಟಕ ಸಹಕಾರ ಮೀನುಗಾರಿಕೆ ಮಹಾಮಂಡಳಿ ಮೈಸೂರು ವತಿಯಿಂದ ಮೀನು ಮಾರಾಟ ಮಳಿಗೆ ಮಂಜೂರಾತಿ ಬಗ್ಗೆ,"Karnataka Co-operative Fisheries Federation, Mysore, for approving fish sales department",ಪ್ರಸನ್ನಕುಮಾರ್ .ಆರ್,Prasanna Kumar R
3134,22/03/2017,ಮೀನುಗಾರಿಕೆ,Fishing,"ರಾಜ್ಯದಲ್ಲಿ ಮೀನುಗಾರಿಕೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ, ಮೀನುಗಾರಿಕೆ ವಿಶ್ವವಿದ್ಯಾಲಯಗಳು ಎಷ್ಟು",How many fishing universities are in the state for fishing,ಪ್ರಸನ್ನಕುಮಾರ್ .ಆರ್,Prasanna Kumar R
3135,22/03/2017,ಮುಜರಾಯಿ,Muzarai,ರಾಜ್ಯದಲ್ಲಿರುವ ಮುಜರಾಯಿ ದೇವಸ್ಥಾನಗಳ ಬಗ್ಗೆ,About the Muzirai temples in the state,ಪ್ರಸನ್ನಕುಮಾರ್ .ಆರ್,Prasanna Kumar R
3136,22/03/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ರಾಜ್ಯ ಒಲಂಪಿಕ್ ಕ್ರೀಡಾಕೂಟದಲ್ಲಿ ಮೃತಪಟ್ಟ ಕ್ರೀಡಾಪಟು ಕುಟುಂಬಕ್ಕೆ ಪರಿಹಾರ ನೀಡಿರುವ ಬಗ್ಗೆ,The athlete who died at the State Olympic Games relief for the family,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3137,22/03/2017,ಅರಣ್ಯ,Forest,ಕಪ್ಪತ್ತಗುಡ್ಡ ಅರಣ್ಯ ಪ್ರದೇಶದ ಕುರಿತು,About the forest area of ​​Kapaddaguda,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3138,22/03/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ಕೈಗೊಂಡಿರುವ ಕಾರ್ಯಕ್ರಮಗಳ ಕುರಿತು,About programs taken by the Forest Department,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3139,22/03/2017,ಮುಜರಾಯಿ,Muzarai,ಪುರಾತನ ಕಾಲದ ದೇವಸ್ಥಾನಗಳ ಜೀರ್ಣೋದ್ಧಾರ ಕುರಿತು,Concerning the restoration of ancient temples,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
3140,22/03/2017,ಕಂದಾಯ,Revenue,ಕುದುರೆಮುಖ ಐರನ್ ಕಂಪನಿ ಕುರಿತು,About Kudremukh Iron Company,ಪ್ರಾಣೇಶ ಎಂ.ಕೆ.,Pranesha M K
3141,22/03/2017,ಅರಣ್ಯ,Forest,ಕಾಡು ಪ್ರಾಣಿಗಳಿಗೆ ಕುಡಿಯುವ ನೀರಿನ ವ್ಯವಸ್ಥೆ ಕುರಿತು,About drinking water systems for wild animals,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3142,22/03/2017,ಕಂದಾಯ,Revenue,ಬರ ಪೀಡಿತ ತಾಲ್ಲೂಕುಗಳ ಬಗ್ಗೆ,About drought affected taluks,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
3143,22/03/2017,ಕಂದಾಯ,Revenue,ಕಂದಾಯ ಇಲಾಖಾಧಿಕಾರಿಗಳು ಮಾಡುವ ತಪಿನಿಂದ ಜನ ಸಾಮಾನ್ಯರಿಗೆ ತೊಂದರೆ ಆಗುವ ಕುರಿತು,People from general tapping to the general public are concerned about trouble,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3144,22/03/2017,ಕಂದಾಯ,Revenue,ದಕ್ಷಿಣ ಕನಡ ಮತ್ತು ಉಡುಪಿ ಜಿಲ್ಲೆಗಳ ಕಂದಾಯ ಭೂಮಿಯ ಡೀಮ್ಡ್ ಫಾರೆಸ್ಟ್ ಎಂದು ನಮೂದಿಸಿದರಿಂದ ಆಗುವ ಅನಗತ್ಯ ತೊಂದರೆ ಕುರಿತು,Regarding the unnecessary problems that have been mentioned as the land deemed forest of South Kanada and Udupi districts,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3145,22/03/2017,ಅರಣ್ಯ,Forest,ದಕ್ಷಿಣ ಕನ್ನಡ ಮತ್ತು ಉಡುಪಿ ಜಿಲ್ಲೆಯಲ್ಲಿ ಡೀಮ್ಡ್ ಫಾರೆಸ್ಟ್ ಎಂಬ ಹೆಸರಿನಲ್ಲಿ ಆಗುವ ತೊಂದರೆಗಳ ಕುರಿತು,About the problems in the name of Deamed Forest in Dakshina Kannada and Udupi district,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3146,22/03/2017,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ,Heavy and medium irrigation,ವರಾಹಿ ನೀರಾವರಿ ಯೋಜನೆಯಲ್ಲಿ ರೈತರು ಮತ್ತು ಖಾಸಗಿ ವಿದ್ಯುತ್ ಉತ್ಪದಕರ ನಡುವಿನ ಸಂಘರ್ಷದ ಕುರಿತು,About the conflict between farmers and private power producers in the Varahi Irrigation Project,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3147,22/03/2017,ಕಾರ್ಮಿಕ,Labor,ರಾಜ್ಯದಲ್ಲಿನ ಕಾರ್ಮಿಕ ಇಲಾಖಾ ಕಛೇರಿ ಹಾಗೂ ಮಂಜೂರಾದ ಹುದ್ದೆಗಳ ಕುರಿತು,About the Labor Department's office and the sanctioned posts in the state,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
3148,22/03/2017,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ,Heavy and medium irrigation,ರಾಜ್ಯದ ನೀರಾವರಿಯ ಬಗ್ಗೆ,About the state irrigation,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
3149,22/03/2017,ಕಂದಾಯ,Revenue,ಭೀಕರ ಬರಗಾಲದ ಬಗ್ಗೆ,About the dire drought,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
3150,22/03/2017,ಕಾರ್ಮಿಕ,Labor,ಕಾರ್ಮಿಕರ ಸೌಲಭ್ಯಗಳ ಹಾಗೂ ಕಾರ್ಮಿಕ ನಿಧಿಯ ಬಗ್ಗೆ,About Labor Facilities and Labor Funds,ಪುಟ್ಟಸ್ವಾಮಿ .ಬಿ.ಜೆ,Puttaswamy B J
